tipo,inicio,fin,longitud,strand,producto,locus_tag,gc_content,protein_id
CDS,1222643,1222988,345,-,PF13436 family protein YmgG,b1172,52.17391304347826,AAC74256.5
CDS,1222989,1223163,174,-,uncharacterized protein YmgI,b4593,32.18390804597701,ABP93440.1
CDS,1223263,1223449,186,+,uncharacterized protein YmgJ,b4594,38.17204301075269,ABP93441.1
CDS,1224278,1224545,267,-,Z-ring positioning protein MinE,b1174,43.445692883895134,AAC74258.1
CDS,1224548,1225361,813,-,Z-ring positioning protein MinD,b1175,49.938499384993854,AAC74259.1
CDS,1225384,1226080,696,-,Z-ring positioning protein MinC,b1176,51.00574712643679,AAC74260.1
CDS,1226599,1226968,369,+,PF05666 family protein YcgJ,b1177,42.27642276422765,AAC74261.1
CDS,1227070,1227472,402,-,inhibitor of g-type lysozyme,b1178,43.03482587064676,AAC74262.1
CDS,1227367,1227427,60,+,protein YmgN,b4816,46.666666666666664,UMR55112.1
CDS,1227680,1228007,327,+,PF05166 family protein YcgL,b1179,43.11926605504588,AAC74263.3
CDS,1228078,1228738,660,+,oxaloacetate tautomerase,b1180,51.96969696969697,AAC74264.1
CDS,1228814,1229276,462,+,putative metal-chelating domain-containing protein YcgN,b1181,47.61904761904761,AAC74265.3
CDS,1229482,1230394,912,-,hemolysin E,b1182,41.118421052631575,AAC74266.2
CDS,1230766,1231186,420,+,DNA polymerase V protein UmuD,b1183,48.095238095238095,AAC74267.1
CDS,1231185,1232454,1269,+,DNA polymerase V catalytic protein,b1184,50.985027580772254,AAC74268.1
CDS,1232499,1233030,531,-,protein thiol:quinone oxidoreductase DsbB,b1185,52.730696798493405,AAC74269.1
CDS,1233175,1234717,1542,-,Na(+):H(+) antiporter NhaB,b1186,52.853437094682235,AAC74270.1
CDS,1234937,1235657,720,+,DNA-binding transcriptional dual regulator FadR,b1187,51.24999999999999,AAC74271.1
CDS,1235708,1237241,1533,-,PF04293 family protein YcgB,b1188,49.83692106979778,AAC74272.1
CDS,1237570,1238869,1299,+,D-amino acid dehydrogenase,b1189,56.27405696689761,AAC74273.1
CDS,1238878,1239949,1071,+,alanine racemase 2,b1190,57.98319327731093,AAC74274.1
CDS,1240259,1240463,204,+,protein YmgM,b4740,50.98039215686274,AYC08196.1
CDS,1240334,1242071,1737,-,putative K(+):H(+) antiporter,b1191,52.331606217616574,AAC74275.2
CDS,1242165,1243080,915,-,murein tetrapeptide carboxypeptidase,b1192,53.00546448087432,AAC74276.1
CDS,1243179,1243791,612,+,lytic murein transglycosylase E,b1193,51.9607843137255,AAC74277.2
CDS,1243792,1244527,735,-,flagellar brake protein YcgR,b1194,50.7482993197279,AAC74278.1
CDS,1244727,1244982,255,+,PF04226 family protein YmgE,b1195,53.333333333333336,AAC74279.1
CDS,1245159,1245600,441,+,uncharacterized protein YcgY,b1196,41.49659863945578,AAC74280.1
CDS,1245678,1247376,1698,-,periplasmic trehalase,b1197,52.29681978798587,AAC74281.1
CDS,1247695,1249114,1419,-,dihydroxyacetone kinase subunit M,b1198,50.176180408738546,AAC74282.4
CDS,1249124,1249757,633,-,dihydroxyacetone kinase subunit L,b1199,53.55450236966824,AAC74283.1
CDS,1249767,1250838,1071,-,dihydroxyacetone kinase subunit K,b1200,53.034547152194214,AAC74284.2
CDS,1251065,1252985,1920,+,DNA-binding transcriptional dual regulator DhaR,b1201,51.45833333333333,AAC74285.2
CDS,1253084,1255952,2868,-,putative autotransporter adhesin YcgV,b1202,49.7907949790795,AAC74286.1
CDS,1256720,1257812,1092,-,redox-responsive ATPase YchF,b1203,51.007326007326,AAC74287.1
CDS,1257928,1258513,585,-,peptidyl-tRNA hydrolase,b1204,49.743589743589745,AAC74288.1
CDS,1258790,1259069,279,+,stress-induced protein,b1205,53.04659498207885,AAC74289.1
CDS,1259123,1260803,1680,-,aerobic C4-dicarboxylate transporter DauA,b1206,54.64285714285714,AAC74290.2
CDS,1260927,1261875,948,-,ribose-phosphate diphosphokinase,b1207,52.53164556962025,AAC74291.1
CDS,1262025,1262877,852,-,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,b1208,53.4037558685446,AAC74292.1
CDS,1262876,1263500,624,-,outer membrane lipoprotein LolB,b1209,51.442307692307686,AAC74293.1
CDS,1263713,1264970,1257,+,glutamyl-tRNA reductase,b1210,54.335719968178196,AAC74294.1
CDS,1265011,1266094,1083,+,peptide chain release factor RF1,b1211,53.00092336103417,AAC74295.1
CDS,1266093,1266927,834,+,protein-(glutamine-N(5)) methyltransferase,b1212,55.15587529976019,AAC74296.1
CDS,1266923,1267316,393,+,SirB family protein YchQ,b1213,47.58269720101781,AAC74297.1
CDS,1267319,1268129,810,+,transglutaminase-like/TPR repeat-containing protein,b1214,46.41975308641975,AAC74298.1
CDS,1268164,1269019,855,+,3-deoxy-D-manno-octulosonate 8-phosphate synthase,b1215,51.578947368421055,AAC74299.1
CDS,1269167,1269275,108,-,small toxic polypeptide LdrA,b4419,55.55555555555556,AAT48126.1
CDS,1269702,1269810,108,-,small toxic polypeptide LdrB,b4421,58.333333333333336,AAT48127.1
CDS,1270237,1270345,108,-,small toxic polypeptide LdrC,b4423,55.55555555555556,AAT48128.1
CDS,1270748,1271849,1101,-,Na(+)/K(+):H(+) antiporter ChaA,b1216,48.77384196185286,AAC74300.1
CDS,1272118,1272349,231,+,putative cation transport regulator ChaB,b1217,45.45454545454545,AAC74301.1
CDS,1272506,1273202,696,+,glutathione-specific gamma-glutamylcyclotransferase,b1218,54.741379310344826,AAC74302.2
CDS,1273245,1273599,354,-,DsrE/F sulfur relay family protein YchN,b1219,51.69491525423729,AAC74303.1
CDS,1273783,1275178,1395,+,putative invasin YchO,b1220,50.53763440860215,AAC74304.2
CDS,1275178,1275829,651,-,DNA-binding transcriptional dual regulator NarL,b1221,51.76651305683564,AAC74305.1
CDS,1275821,1277618,1797,-,sensor histidine kinase NarX,b1222,53.366722314969394,AAC74306.1
CDS,1277956,1279348,1392,+,nitrate:nitrite antiporter NarK,b1223,53.66379310344828,AAC74307.1
CDS,1279863,1283607,3744,+,nitrate reductase A subunit alpha,b1224,54.94123931623932,AAC74308.1
CDS,1283603,1285142,1539,+,nitrate reductase A subunit beta,b1225,53.736192332683565,AAC74309.1
CDS,1285138,1285849,711,+,nitrate reductase 1 molybdenum cofactor assembly chaperone,b1226,56.399437412095644,AAC74310.1
CDS,1285848,1286526,678,+,nitrate reductase A subunit gamma,b1227,55.899705014749266,AAC74311.1
CDS,1286708,1286984,276,+,putative uncharacterized protein YchS,b1228,59.42028985507246,AYC08197.1
CDS,1287086,1287176,90,-,protamine-like protein,b1229,64.44444444444444,AAC74313.2
CDS,1287781,1288624,843,-,formyltetrahydrofolate deformylase,b1232,47.21233689205219,AAC74314.1
CDS,1288673,1289132,459,-,NTF2-like domain-containing protein YchJ,b1233,46.40522875816993,AAC74315.1
CDS,1289244,1290150,906,+,putative patatin-like phospholipase RssA,b1234,50.22075055187638,AAC74316.2
CDS,1290241,1291255,1014,+,regulator of RpoS,b1235,48.61932938856015,AAC74317.1
CDS,1291456,1292365,909,+,UTP--glucose-1-phosphate uridylyltransferase,b1236,46.97469746974697,AAC74318.1
CDS,1292508,1292922,414,-,DNA-binding transcriptional dual regulator H-NS,b1237,46.61835748792271,AAC74319.1
CDS,1293526,1294144,618,+,thymidine/deoxyuridine kinase,b1238,42.23300970873786,AAC74320.1
CDS,1295445,1298121,2676,-,fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,b1241,50.63527653213752,AAC74323.1
CDS,1298513,1298567,54,+,protein YchT,b4771,40.74074074074074,QNV50524.1
CDS,1298597,1299245,648,+,MarC family putative inner membrane protein YchE,b1242,47.839506172839506,AAC74324.1
CDS,1299566,1300547,981,+,IS5 transposase and trans-activator,b4711,55.04587155963303,AAC76530.2
CDS,1301181,1302813,1632,+,oligopeptide ABC transporter periplasmic binding protein,b1243,47.7328431372549,AAC74325.1
CDS,1302898,1303819,921,+,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB,b1244,45.71118349619978,AAC74326.1
CDS,1303833,1304742,909,+,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC,b1245,52.36523652365237,AAC74327.1
CDS,1304753,1305767,1014,+,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,b1246,51.77514792899408,AAT48129.1
CDS,1305763,1306768,1005,+,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF,b1247,51.542288557213936,AAC74329.1
CDS,1306820,1307150,330,-,DUF440 domain-containing protein YciU,b1248,47.27272727272727,AAC74330.2
CDS,1307184,1308645,1461,-,cardiolipin synthase A,b1249,51.676933607118414,AAC74331.1
CDS,1308787,1308961,174,+,uncharacterized protein YciY,b4595,50.57471264367817,ABP93442.1
CDS,1309015,1310269,1254,-,K(+) channel Kch,b1250,42.3444976076555,AAC74332.1
CDS,1310568,1310865,297,-,protein YciI,b1251,48.821548821548824,AAC74333.2
CDS,1311088,1311808,720,+,Ton complex subunit TonB,b1252,54.44444444444444,AAC74334.1
CDS,1311847,1312246,399,-,acyl-CoA thioesterase YciA,b1253,48.370927318295735,AAC74335.1
CDS,1312350,1312890,540,-,inner membrane protein YciB,b1254,46.48148148148148,AAC74336.1
CDS,1312919,1313663,744,-,putative inner membrane protein,b1255,49.32795698924731,AAC74337.1
CDS,1314019,1314658,639,+,outer membrane protein W,b1256,50.07824726134585,AAC74338.1
CDS,1314717,1315224,507,-,DUF892 domain-containing protein YciE,b1257,40.63116370808679,AAC74339.1
CDS,1315269,1315770,501,-,DUF892 domain-containing protein YciF,b1258,43.11377245508982,AAC74340.1
CDS,1315855,1316035,180,-,stress-induced bacterial acidophilic repeat motifs-containing protein YciG,b1259,51.11111111111111,AAC74341.2
CDS,1316415,1317222,807,-,tryptophan synthase subunit alpha,b1260,53.53159851301115,AAC74342.1
CDS,1317221,1318415,1194,-,tryptophan synthase subunit beta,b1261,54.69011725293132,AAC74343.1
CDS,1318426,1319788,1362,-,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,b1262,52.79001468428781,AAC74344.3
CDS,1319788,1321384,1596,-,anthranilate synthase subunit TrpD,b1263,56.390977443609025,AAC74345.1
CDS,1321383,1322946,1563,-,anthranilate synthase subunit TrpE,b1264,54.38259756877799,AAC74346.1
CDS,1323037,1323082,45,-,trp operon leader peptide,b1265,44.44444444444444,AAC74347.1
CDS,1323219,1324101,882,+,RNase AM,b1266,54.08163265306123,AAC74348.1
CDS,1324097,1324718,621,+,putative RNA-binding protein YciO,b1267,48.148148148148145,AAC74349.2
CDS,1324745,1326641,1896,+,DUF2207 domain-containing protein YciQ,b1268,46.99367088607595,AAC74350.1
CDS,1326851,1327727,876,+,23S rRNA pseudouridine(2605) synthase,b1269,53.76712328767124,AAC74351.1
CDS,1327766,1328357,591,-,cobinamide/cobalamin adenosyltransferase,b1270,50.25380710659898,AAC74352.1
CDS,1328353,1329112,759,-,putative oxidoreductase,b1271,52.43741765480896,AAC74353.1
CDS,1329331,1330381,1050,+,S49 peptidase family protein,b1272,50.57142857142857,AAC74354.1
CDS,1330416,1330668,252,-,protein YciN,b1273,47.22222222222222,AAC74355.1
CDS,1331047,1333645,2598,+,DNA topoisomerase I,b1274,51.77059276366436,AAC74356.1
CDS,1333854,1334829,975,+,DNA-binding transcriptional dual regulator CysB,b1275,48.30769230769231,AAC74357.1
CDS,1335147,1335288,141,+,uncharacterized protein YmiA,b4522,48.93617021276596,ABD18655.3
CDS,1335290,1335458,168,+,uncharacterized protein YciX,b4523,45.83333333333333,ABD18656.2
CDS,1335571,1335667,96,+,protein YmiC,b4741,45.83333333333333,AYC08199.1
CDS,1335830,1338506,2676,+,aconitate hydratase 1,b1276,52.91479820627802,AAC74358.1
CDS,1338569,1339160,591,-,GTP cyclohydrolase 2,b1277,50.08460236886633,AAC74359.1
CDS,1339329,1340094,765,+,phosphatidylglycerophosphatase B,b1278,50.588235294117645,AAC74360.1
CDS,1340242,1340551,309,+,lipopolysaccharide assembly protein A,b1279,50.161812297734635,AAC74361.1
CDS,1340557,1341727,1170,+,lipopolysaccharide assembly protein B,b1280,51.88034188034189,AAC74362.1
CDS,1341920,1342658,738,+,orotidine-5'-phosphate decarboxylase,b1281,52.98102981029811,AAC74363.1
CDS,1342657,1342984,327,+,putative translation factor,b1282,49.84709480122324,AAC74364.2
CDS,1343109,1343328,219,-,osmotically-inducible lipoprotein OsmB,b1283,52.054794520547944,AAC74365.1
CDS,1343596,1344346,750,-,DNA-binding transcriptional dual regulator YciT,b1284,48.8,AAC74366.1
CDS,1344435,1344609,174,-,UPF0509 family protein YciZ,b4596,47.701149425287355,ABP93443.1
CDS,1344646,1344775,129,+,protein YmiD,b4772,36.434108527131784,QNV50525.1
CDS,1344756,1346742,1986,-,cyclic di-GMP phosphodiesterase PdeR,b1285,48.48942598187311,AAC74367.1
CDS,1346795,1346900,105,+,putative protein YmiB,b4672,30.476190476190478,ACO59991.1
CDS,1346977,1348912,1935,-,RNase II,b1286,53.229974160206716,AAC74368.1
CDS,1348979,1350107,1128,-,putative peroxidase YciW,b1287,50.797872340425535,AAC74369.2
CDS,1350250,1351039,789,-,enoyl-[acyl-carrier-protein] reductase,b1288,53.2319391634981,AAC74370.1
CDS,1351406,1351760,354,-,DUF559 domain-containing protein YcjD,b1289,49.717514124293785,AAC74371.1
CDS,1351827,1352634,807,-,putrescine ABC exporter ATP binding protein SapF,b1290,51.17719950433705,AAC74372.1
CDS,1352635,1353628,993,-,putrescine ABC exporter ATP binding protein SapD,b1291,51.3595166163142,AAC74373.1
CDS,1353627,1354518,891,-,putrescine ABC exporter membrane protein SapC,b1292,56.9023569023569,AAC74374.1
CDS,1354504,1355470,966,-,putrescine ABC exporter membrane subunit SapB,b1293,51.449275362318836,AAC74375.1
CDS,1355466,1357110,1644,-,putative periplasmic binding protein SapA,b1294,54.257907542579076,AAC74376.1
CDS,1357422,1357668,246,-,DUF2543 domain-containing protein YmjA,b1295,48.3739837398374,AAC74377.1
CDS,1357801,1359187,1386,-,putrescine:H(+) symporter PuuP,b1296,53.318903318903324,AAC74378.2
CDS,1359176,1359341,165,-,protein YmjE,b4742,53.939393939393945,AYC08200.1
CDS,1359489,1360908,1419,-,glutamate-putrescine ligase,b1297,53.48837209302325,AAC74379.2
CDS,1361119,1361884,765,+,gamma-glutamyl-gamma-aminobutyrate hydrolase,b1298,52.28758169934641,AAC74380.2
CDS,1361910,1362468,558,+,DNA-binding transcriptional repressor PuuR,b1299,50.89605734767025,AAC74381.1
CDS,1362742,1364230,1488,+,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,b1300,57.325268817204304,AAC74382.1
CDS,1364231,1365512,1281,+,gamma-glutamylputrescine oxidase,b1301,58.23575331772053,AAC74383.1
CDS,1365549,1366815,1266,+,4-aminobutyrate aminotransferase PuuE,b1302,57.66192733017378,AAC74384.1
CDS,1366934,1367912,978,-,DNA-binding transcriptional dual regulator PspF,b1303,51.738241308793455,AAC74385.2
CDS,1368078,1368747,669,+,phage shock protein A,b1304,49.327354260089685,AAC74386.1
CDS,1368800,1369025,225,+,phage shock protein B,b1305,47.55555555555556,AAC74387.1
CDS,1369024,1369384,360,+,phage shock protein C,b1306,50.27777777777778,AAC74388.1
CDS,1369392,1369614,222,+,phage shock protein D,b1307,54.5045045045045,AAC74389.1
CDS,1369688,1370003,315,+,thiosulfate sulfurtransferase PspE,b1308,50.79365079365079,AAC74390.1
CDS,1370215,1371895,1680,+,glucosylglycerate phosphorylase,b1309,43.86904761904762,AAC74391.2
CDS,1371908,1373201,1293,+,putative ABC transporter periplasmic binding protein YcjN,b1310,50.03866976024749,AAC74392.1
CDS,1373221,1374103,882,+,putative ABC transporter membrane subunit YcjO,b1311,53.6281179138322,AAC74393.1
CDS,1374089,1374932,843,+,putative ABC transporter membrane subunit YcjP,b1312,52.7876631079478,AAC74394.1
CDS,1374962,1376015,1053,+,D-guloside 3-dehydrogenase,b1313,55.74548907882241,AAC74395.1
CDS,1376033,1376822,789,+,3-dehydro-D-guloside 4-epimerase,b1314,53.61216730038023,AAC74396.2
CDS,1376831,1377887,1056,+,D-glucoside 3-dehydrogenase,b1315,54.734848484848484,AAC74397.1
CDS,1377883,1380151,2268,+,kojibiose phosphorylase,b1316,53.74779541446208,AAC74398.1
CDS,1380147,1380807,660,+,beta-phosphoglucomutase,b1317,56.515151515151516,AAC74399.1
CDS,1381946,1382852,906,+,outer membrane porin G,b1319,49.88962472406181,AAC74401.1
CDS,1382962,1383961,999,-,DNA-binding transcriptional repressor YcjW,b1320,45.44544544544545,AAC74402.1
CDS,1384116,1385514,1398,+,DUF463 domain-containing protein YcjX,b1321,54.434907010014314,AAC74403.1
CDS,1385510,1386572,1062,+,DUF697 domain-containing inner membrane protein YcjF,b1322,56.30885122410546,AAC74404.1
CDS,1386719,1388261,1542,+,DNA-binding transcriptional dual regulator TyrR,b1323,52.14007782101168,AAC74405.1
CDS,1388304,1388811,507,-,lipid hydroperoxide peroxidase,b1324,51.28205128205128,AAC74406.1
CDS,1388929,1389895,966,+,L-Ala-D/L-Glu epimerase,b1325,54.6583850931677,AAC74407.2
CDS,1389869,1390598,729,-,murein tripeptide amidase A,b1326,54.86968449931413,AAC74408.2
CDS,1390679,1390862,183,-,putative uncharacterized protein YmjC,b4525,39.89071038251366,AYC08201.1
CDS,1390867,1390933,66,-,uncharacterized protein YmjD,b4673,36.36363636363637,AYC08202.1
CDS,1390932,1391853,921,-,putative hydrolase YcjY,b1327,47.99131378935939,AAC74409.2
CDS,1391990,1392890,900,+,DNA-binding transcriptional repressor PgrR,b1328,46.55555555555556,AAC74410.1
CDS,1393226,1394840,1614,+,murein tripeptide ABC transporter periplasmic binding protein,b1329,47.95539033457249,AAC74411.2
CDS,1394890,1395922,1032,-,small conductance mechanosensitive channel YnaI,b1330,43.21705426356589,AAC74412.1
CDS,1396111,1397092,981,+,IS5 transposase and trans-activator,b1331,55.04587155963303,AYC08198.2
CDS,1397364,1397622,258,+,DUF2534 domain-containing protein YnaJ,b1332,45.348837209302324,AAC74414.1
CDS,1397671,1398622,951,-,universal stress protein E,b1333,50.57833859095688,AAC74415.1
CDS,1398773,1399526,753,-,DNA-binding transcriptional dual regulator FNR,b1334,51.66002656042497,AAC74416.1
CDS,1399720,1400236,516,-,methylated-DNA--[protein]-cysteine S-methyltransferase,b1335,53.100775193798455,AAC74417.1
CDS,1400246,1401773,1527,-,p-aminobenzoyl glutamate:H(+) symporter,b1336,49.24688932547478,AAC74418.2
CDS,1401809,1403255,1446,-,p-aminobenzoyl-glutamate hydrolase subunit B,b1337,52.558782849239286,AAC74419.1
CDS,1403254,1404565,1311,-,p-aminobenzoyl-glutamate hydrolase subunit A,b1338,55.22501906941266,AAC74420.2
CDS,1404740,1405649,909,+,putative LysR-type DNA-binding transcriptional regulator AbgR,b1339,49.61496149614962,AAC74421.1
CDS,1405978,1406542,564,+,DNA endonuclease SmrA,b1340,54.25531914893617,AAC74422.1
CDS,1406562,1407795,1233,-,diguanylate cyclase DgcM,b1341,47.688564476885645,AAC74423.2
CDS,1407988,1408036,48,+,protein YnaN,b4773,43.75,QNV50526.1
CDS,1408049,1409033,984,+,Zn(2(+)):H(+) symporter,b1342,51.93089430894309,AAC74424.1
CDS,1409307,1409481,174,+,protein YnaL,b4743,53.44827586206896,AYC08203.1
CDS,1409510,1410884,1374,+,ATP-dependent RNA helicase DbpA,b1343,51.96506550218341,AAC74425.1
CDS,1411012,1411948,936,-,tRNA cytosine(32) 2-sulfurtransferase TtcA,b1344,48.61111111111111,AAC74426.1
CDS,1411999,1413235,1236,-,putative integrase,b1345,42.961165048543684,AAC74427.1
CDS,1413236,1413452,216,-,excisionase,b1346,44.907407407407405,AAC74428.2
CDS,1413530,1413740,210,-,double-strand break reduction protein,b1347,34.76190476190476,AAC74429.1
CDS,1413732,1413927,195,-,endodeoxyribonuclease toxin RalR,b1348,40.51282051282051,AAC74430.1
CDS,1413983,1414793,810,-,recombinase RecT,b1349,47.160493827160494,AAC74431.1
CDS,1414785,1417386,2601,-,"exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific",b1350,49.40407535563245,AAC74432.1
CDS,1417487,1417763,276,-,protein RacC,b1351,39.130434782608695,AAC74433.1
CDS,1417837,1418008,171,-,zinc-binding protein,b4526,36.84210526315789,ABD18659.1
CDS,1418007,1418229,222,-,inhibitor of FtsZ,b1352,41.891891891891895,AAC74434.2
CDS,1418670,1419159,489,+,phage superinfection exclusion protein,b1353,37.21881390593047,AAC74435.2
CDS,1419155,1419311,156,-,DUF1391 domain-containing protein YdaF,b4527,49.358974358974365,AAC74436.2
CDS,1419321,1419456,135,-,uncharacterized protein YdaG,b1355,47.40740740740741,AAC74437.2
CDS,1419764,1420241,477,-,DNA-binding transcriptional regulator RacR,b1356,41.92872117400419,AAC74438.1
CDS,1420364,1420661,297,+,putative DNA-binding transcriptional regulator YdaS,b1357,43.43434343434344,AAC74439.1
CDS,1420683,1421106,423,+,DNA binding transcriptional activator YdaT,b1358,50.82742316784869,AAC74440.1
CDS,1421118,1421976,858,+,DUF1376 domain-containing protein YdaU,b1359,47.9020979020979,AAC74441.1
CDS,1421982,1422729,747,+,putative ATP-binding protein YdaV,b1360,52.74431057563588,AAC74442.1
CDS,1422751,1423312,561,+,putative uncharacterized protein YdaW,b1361,48.84135472370767,AYC08204.1
CDS,1423399,1423585,186,+,putative prophage outer membrane lipoprotein RzoR,b4528,56.98924731182796,ABD18660.1
CDS,1423781,1425239,1458,+,Na(+)-dependent K(+) transporter TrkG,b1363,38.065843621399175,AAC74445.1
CDS,1425376,1425640,264,+,ParB-like nuclease domain-containing protein YnaK,b1365,48.10606060606061,AAC74447.1
CDS,1425620,1425980,360,+,putative uncharacterized protein YdaY,b1366,47.22222222222222,AYC08205.1
CDS,1426453,1427482,1029,+,putative prophage tail length tape measure domain-containing protein YnaA,b1368,46.84159378036929,AYC08206.1
CDS,1427388,1428984,1596,+,Rac prophage; protein LomR_1,b4570,56.64160401002506,NA
CDS,1427745,1428726,981,-,IS5 transposase and trans-activator,b1370,55.45361875637105,AAC74452.1
CDS,1429048,1432411,3363,+,putative prophage side tail fiber protein StfR,b1372,53.34522747546833,AAC74454.2
CDS,1432410,1432986,576,+,putative tail fiber assembly protein TfaR,b1373,48.09027777777778,AAC74455.1
CDS,1433083,1433674,591,-,putative site-specific recombinase,b1374,44.67005076142132,AAC74456.1
CDS,1433990,1434224,234,-,uncharacterized protein YnaE,b1375,35.8974358974359,AAC74457.2
CDS,1434292,1434406,114,-,protein YnaM,b4744,34.21052631578947,AYC08207.1
CDS,1435184,1435619,435,-,universal stress protein F,b1376,48.50574712643678,AAC74458.2
CDS,1435759,1436893,1134,-,outer membrane porin N,b1377,46.64902998236332,AAC74459.1
CDS,1437259,1440784,3525,-,putative pyruvate-flavodoxin oxidoreductase,b1378,53.248226950354606,AAC74460.1
CDS,1441057,1441324,267,+,DUF333 domain-containing protein YdbJ,b4529,54.68164794007491,ABD18661.1
CDS,1441320,1441743,423,-,lipoprotein implicated in Novobiocin resistance,b1379,46.808510638297875,AAC74461.1
CDS,1441853,1442843,990,-,D-lactate dehydrogenase,b1380,50.101010101010104,AAC74462.1
CDS,1443050,1445690,2640,+,putative intermembrane phospholipid transport protein YdbH,b1381,52.121212121212125,AAC74463.1
CDS,1445686,1445872,186,+,putative intermembrane phospholipid transport lipoprotein YnbE,b1382,43.01075268817204,AAC74464.1
CDS,1445879,1446206,327,+,DUF1318 domain-containing protein YdbL,b1383,44.95412844036697,AAC74465.2
CDS,1446377,1447283,906,-,DNA-binding transcriptional activator FeaR,b1384,48.56512141280353,AAC74466.1
CDS,1447518,1449018,1500,+,phenylacetaldehyde dehydrogenase,b1385,53.400000000000006,AAC74467.2
CDS,1449075,1451349,2274,-,copper-containing amine oxidase,b1386,50.615655233069475,AAC74468.1
CDS,1451596,1453642,2046,-,"fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase",b1387,54.20332355816227,AAC74469.1
CDS,1453926,1454856,930,+,"phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit",b1388,52.1505376344086,AAC74470.1
CDS,1454867,1455155,288,+,"phenylacetyl-CoA 1,2-epoxidase subunit B",b1389,49.65277777777778,AAC74471.1
CDS,1455163,1455910,747,+,"phenylacetyl-CoA 1,2-epoxidase, structural subunit",b1390,53.01204819277109,AAC74472.1
CDS,1455924,1456422,498,+,phenylacetate degradation protein,b1391,55.82329317269076,AAC74473.4
CDS,1456429,1457500,1071,+,"phenylacetyl-CoA 1,2-epoxidase, reductase subunit",b1392,53.31465919701214,AAC74474.1
CDS,1457496,1458264,768,+,"putative 2,3-dehydroadipyl-CoA hydratase",b1393,54.557291666666664,AAC74475.1
CDS,1458263,1459052,789,+,"putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",b1394,54.49936628643853,AAC74476.1
CDS,1459053,1460481,1428,+,3-hydroxyadipyl-CoA dehydrogenase,b1395,53.221288515406165,AAC74477.1
CDS,1460470,1460893,423,+,phenylacetyl-CoA thioesterase,b1396,51.536643026004725,AAC74478.1
CDS,1460892,1462098,1206,+,beta-ketoadipyl-CoA thiolase,b1397,55.970149253731336,AAC74479.1
CDS,1462124,1463438,1314,+,phenylacetate-CoA ligase,b1398,51.82648401826484,AAC74480.1
CDS,1463538,1464489,951,+,DNA-binding transcriptional repressor PaaX,b1399,50.36803364879074,AAC74481.1
CDS,1464470,1465061,591,+,"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase",b1400,50.592216582064296,AAC74482.1
CDS,1465164,1465230,66,-,uncharacterized protein YnbG,b4674,13.636363636363635,ACO59992.1
CDS,1465391,1474013,8622,+,"putative outer membrane protein, N-terminal fragment",b4492,49.5794161306284,NA
CDS,1467920,1468826,906,-,IS2 insertion element protein InsB,b1402,55.07726269315674,AAC74484.1
CDS,1468783,1469149,366,-,IS2 insertion element repressor InsA,b1403,53.00546448087432,AAC74485.2
CDS,1469357,1470509,1152,+,IS30 transposase,b1404,45.83333333333333,AAC74486.1
CDS,1474220,1475081,861,+,pyridoxal reductase,b1406,53.07781649245064,AAC74488.1
CDS,1475143,1477450,2307,+,DUF2773 domain-containing protein YdbD,b1407,43.476376246207195,AAC74489.2
CDS,1477620,1478226,606,+,CDP-alcohol phosphatidyltransferase domain-containing protein YnbA,b1408,46.53465346534654,AAC74490.2
CDS,1478225,1479122,897,+,putative CDP-diglyceride synthase,b1409,43.58974358974359,AAC74491.1
CDS,1479137,1480895,1758,+,hydrolase/methyltransferase domain-containing protein YnbC,b1410,50.91012514220705,AAC74492.1
CDS,1480908,1482201,1293,+,phosphatase domain-containing protein YnbD,b1411,50.580046403712295,AAC74493.1
CDS,1482254,1482860,606,-,FMN dependent NADH:quinone oxidoreductase,b1412,51.98019801980198,AAC74494.1
CDS,1483060,1486963,3903,+,ATP-dependent 3'->5' RNA helicase HrpA,b1413,53.44606712785037,AAC74495.2
CDS,1487234,1488035,801,+,DUF218 domain-containing protein YdcF,b1414,51.186017478152316,AAC74496.1
CDS,1488231,1489671,1440,+,aldehyde dehydrogenase A,b1415,50.97222222222222,AAC74497.1
CDS,1490901,1491432,531,+,superoxide oxidase,b1418,47.64595103578154,AAC74500.2
CDS,1491676,1491850,174,+,protein YdcA,b1419,44.252873563218394,AAC74501.1
CDS,1491875,1491944,69,+,protein YncP,b4774,56.52173913043478,QNV50527.1
CDS,1491921,1492071,150,-,toxin HokB,b4428,53.333333333333336,AAT48130.1
